Date,District,Temperature_Max_C,Temperature_Min_C,Temperature_Avg_C,Rainfall_mm,Humidity_Percent,Wind_Speed_kmph,Sunshine_Hours
2020-07-16,Ballari,29.3,19.8,26.4,58.3,82,7.9,3.8
2020-07-16,Raichur,28.1,21.5,26.4,134.2,79,12.0,1.9
2020-07-16,Mandya,29.3,25.9,29.0,43.2,57,10.0,0.5
2020-07-16,Mysuru,24.8,17.7,24.1,127.7,80,10.0,0.0
2020-07-16,Hassan,25.4,20.4,23.9,26.6,73,9.7,4.8
2020-07-16,Davanagere,31.2,20.7,28.4,42.9,60,4.3,10.9
2020-07-16,Shivamogga,33.2,25.9,29.5,123.6,52,7.9,1.4
2020-07-16,Dharwad,28.3,16.6,23.8,1.7,49,6.1,8.7
2020-07-16,Belagavi,25.0,20.5,25.0,89.6,41,12.6,6.5
2020-07-17,Koppal,32.9,22.2,29.7,63.6,72,13.5,9.1
2020-07-17,Ballari,32.2,21.3,27.4,116.1,73,7.2,0.1
2020-07-17,Raichur,29.4,22.7,28.7,89.9,51,2.5,0.1
2020-07-17,Mandya,23.9,19.8,23.3,26.3,78,13.7,8.5
2020-07-17,Mysuru,31.8,20.9,28.2,3.0,82,6.2,1.5
2020-07-17,Hassan,22.8,15.0,22.2,19.9,56,13.1,8.7
2020-07-17,Davanagere,33.9,24.9,29.2,87.6,65,10.4,4.0
2020-07-17,Shivamogga,29.2,19.3,26.1,44.7,72,4.3,4.9
2020-07-17,Dharwad,26.1,17.3,24.7,89.6,53,7.3,8.7
2020-07-17,Belagavi,25.5,17.4,22.4,90.3,80,11.7,0.3
2020-07-18,Koppal,31.1,25.5,29.9,5.2,55,2.5,1.4
2020-07-18,Ballari,27.2,22.8,25.9,101.5,88,2.4,7.8
2020-07-18,Raichur,24.4,16.8,24.3,112.5,71,3.3,8.9
2020-07-18,Mandya,30.1,21.5,27.3,38.4,60,5.3,0.7
2020-07-18,Mysuru,28.3,18.1,24.1,55.6,56,7.5,0.2
2020-07-18,Hassan,29.8,19.3,26.0,56.3,72,14.3,0.2
2020-07-18,Davanagere,28.4,18.2,24.3,50.6,41,7.0,0.4
2020-07-18,Shivamogga,28.7,20.3,25.2,128.6,41,10.4,7.8
2020-07-18,Dharwad,29.7,19.8,26.0,141.2,80,9.3,8.4
2020-07-18,Belagavi,27.7,23.6,27.6,37.0,90,6.7,6.4
2020-07-19,Koppal,29.0,18.9,25.6,136.6,73,6.9,2.2
2020-07-19,Ballari,27.4,21.2,24.7,1.3,61,9.9,1.7
2020-07-19,Raichur,33.2,20.4,28.3,92.6,95,9.1,2.8
2020-07-19,Mandya,30.1,22.2,29.6,75.5,48,14.2,9.2
2020-07-19,Mysuru,30.4,24.0,27.7,125.3,93,2.6,0.3
2020-07-19,Hassan,33.0,21.4,28.8,83.7,82,6.0,3.3
2020-07-19,Davanagere,33.5,21.8,29.3,57.3,83,6.8,5.1
2020-07-19,Shivamogga,25.5,19.7,24.9,87.5,66,7.4,0.5
2020-07-19,Dharwad,26.9,18.2,24.1,6.6,66,11.6,3.6
2020-07-19,Belagavi,26.0,17.9,23.1,88.5,80,14.5,5.6
2020-07-20,Koppal,24.8,20.9,24.1,148.2,82,5.1,5.5
2020-07-20,Ballari,29.8,21.4,25.4,43.9,86,9.0,3.4
2020-07-20,Raichur,29.6,23.6,28.9,140.0,40,13.9,3.7
2020-07-20,Mandya,26.9,17.4,25.0,88.5,58,2.9,6.9
2020-07-20,Mysuru,28.2,18.7,25.9,55.4,41,12.6,1.1
2020-07-20,Hassan,30.4,23.8,29.0,8.6,75,5.7,7.5
2020-07-20,Davanagere,28.6,18.8,25.5,54.4,58,4.1,3.9
2020-07-20,Shivamogga,31.2,24.3,28.9,142.1,61,9.8,1.4
2020-07-20,Dharwad,29.6,21.7,28.8,28.9,89,12.2,4.6
2020-07-20,Belagavi,26.3,20.6,24.1,100.9,76,14.1,5.6
2020-07-21,Koppal,30.2,24.1,29.1,53.1,51,2.2,5.9
2020-07-21,Ballari,30.2,23.3,29.1,96.8,91,7.4,11.4
2020-07-21,Raichur,27.7,18.9,25.9,128.7,85,10.0,7.2
2020-07-21,Mandya,27.1,18.0,25.1,28.8,88,14.4,11.5
2020-07-21,Mysuru,25.3,18.9,22.6,105.6,79,11.0,5.5
2020-07-21,Hassan,27.2,16.7,23.1,49.3,45,2.4,11.7
2020-07-21,Davanagere,25.8,19.4,24.7,44.2,40,12.1,7.0
2020-07-21,Shivamogga,22.2,17.2,22.2,122.1,95,5.6,2.5
2020-07-21,Dharwad,25.3,17.0,23.7,142.5,44,4.9,9.1
2020-07-21,Belagavi,29.5,22.5,27.9,99.3,55,11.9,1.1
2020-07-22,Koppal,26.9,18.1,25.1,143.0,87,7.1,10.3
2020-07-22,Ballari,29.3,23.8,27.6,110.6,60,7.4,7.1
2020-07-22,Raichur,27.5,18.6,23.6,28.4,70,9.5,5.8
2020-07-22,Mandya,31.7,25.8,29.7,8.0,77,11.1,2.3
2020-07-22,Mysuru,26.1,19.7,23.6,59.3,71,9.0,3.1
2020-07-22,Hassan,29.0,19.9,27.0,25.9,56,5.4,8.4
2020-07-22,Davanagere,23.0,17.5,22.6,124.8,83,7.0,3.4
2020-07-22,Shivamogga,32.3,23.5,28.8,122.5,67,2.3,1.3
2020-07-22,Dharwad,28.2,23.3,28.1,62.6,87,11.8,10.8
2020-07-22,Belagavi,29.1,22.9,28.7,93.7,84,12.3,2.0
2020-07-23,Koppal,30.7,20.9,28.6,106.1,65,12.5,0.9
2020-07-23,Ballari,27.9,17.4,24.5,132.2,85,13.3,4.5
2020-07-23,Raichur,30.3,20.2,26.1,30.4,79,3.7,11.2
2020-07-23,Mandya,24.3,15.4,22.5,86.5,71,9.3,2.6
2020-07-23,Mysuru,30.9,20.9,26.9,5.3,59,11.7,1.1
2020-07-23,Hassan,26.8,19.4,26.5,132.2,62,12.8,2.3
2020-07-23,Davanagere,30.4,23.6,26.8,92.7,54,5.5,0.1
2020-07-23,Shivamogga,34.1,22.6,29.2,126.1,53,9.6,9.8
2020-07-23,Dharwad,28.4,22.1,27.1,55.3,44,9.4,6.7
2020-07-23,Belagavi,30.0,24.6,28.3,148.2,94,7.3,7.8
2020-07-24,Koppal,32.7,25.0,28.5,109.8,63,5.2,0.7
2020-07-24,Ballari,32.5,22.8,28.5,81.7,45,8.0,2.8
2020-07-24,Raichur,22.9,15.8,22.7,134.4,77,12.2,4.9
2020-07-24,Mandya,32.1,23.1,28.3,34.2,56,12.6,6.4
2020-07-24,Mysuru,29.2,22.9,26.6,61.2,93,12.6,4.7
2020-07-24,Hassan,29.7,22.0,25.2,129.7,47,5.8,1.1
2020-07-24,Davanagere,33.0,25.6,28.9,78.5,95,8.7,10.8
2020-07-24,Shivamogga,31.6,23.4,29.7,139.7,78,9.4,9.4
2020-07-24,Dharwad,29.4,20.9,28.6,38.1,40,3.2,6.7
2020-07-24,Belagavi,28.7,21.2,28.0,32.1,72,13.6,11.4
2020-07-25,Koppal,29.9,21.8,26.5,113.9,63,12.2,5.8
2020-07-25,Ballari,24.7,15.9,23.4,7.8,77,10.6,11.2
2020-07-25,Raichur,28.0,20.0,27.1,3.4,66,10.4,2.3
2020-07-25,Mandya,26.4,21.0,25.6,74.2,84,3.0,9.4
2020-07-25,Mysuru,34.0,22.4,29.0,47.2,69,4.0,2.6
2020-07-25,Hassan,25.6,19.7,23.7,59.3,81,8.6,10.1
2020-07-25,Davanagere,29.7,21.2,24.7,94.7,67,10.1,1.7
2020-07-25,Shivamogga,28.2,19.0,26.6,36.2,40,11.2,7.6
2020-07-25,Dharwad,27.8,22.8,26.8,44.6,43,5.0,8.9
2020-07-25,Belagavi,27.7,23.5,27.4,128.4,56,9.0,9.1
2020-07-26,Koppal,28.7,19.7,25.0,18.9,89,4.8,9.5
2020-07-26,Ballari,26.5,18.6,23.4,89.0,78,12.9,3.7
2020-07-26,Raichur,28.9,19.2,25.9,95.2,61,13.1,6.7
2020-07-26,Mandya,25.1,19.2,24.1,78.6,40,7.9,0.8
2020-07-26,Mysuru,27.7,21.1,27.3,54.3,48,10.5,0.5
2020-07-26,Hassan,27.6,16.0,24.0,82.9,62,4.8,1.7
2020-07-26,Davanagere,23.6,18.5,23.3,30.0,41,4.6,11.5
2020-07-26,Shivamogga,28.9,23.3,27.1,37.0,44,6.6,7.2
2020-07-26,Dharwad,29.2,16.6,24.6,71.4,47,11.7,3.5
2020-07-26,Belagavi,26.8,22.0,25.1,38.0,61,7.4,5.3
2020-07-27,Koppal,28.3,23.2,26.6,113.2,62,12.7,1.7
2020-07-27,Ballari,28.2,20.7,24.7,78.0,56,2.3,5.7
2020-07-27,Raichur,26.8,21.2,25.4,32.8,43,5.3,12.0
2020-07-27,Mandya,30.3,24.5,28.9,35.0,78,4.7,8.8
2020-07-27,Mysuru,26.8,21.0,25.6,63.5,82,4.2,3.6
2020-07-27,Hassan,24.1,18.6,23.8,130.2,49,13.1,3.4
2020-07-27,Davanagere,32.2,20.2,28.0,94.5,92,14.3,10.0
2020-07-27,Shivamogga,33.8,23.8,29.8,13.6,40,13.3,6.6
2020-07-27,Dharwad,30.2,25.3,29.2,27.3,43,8.7,3.2
2020-07-27,Belagavi,22.7,16.2,22.4,78.3,40,4.1,6.5
2020-07-28,Koppal,28.7,24.4,28.7,34.3,51,9.7,2.0
2020-07-28,Ballari,27.7,17.3,24.9,25.0,72,6.8,1.1
2020-07-28,Raichur,27.1,21.0,25.1,107.9,60,2.4,10.9
2020-07-28,Mandya,27.6,16.9,24.7,126.7,73,7.1,0.2
2020-07-28,Mysuru,27.4,20.4,26.3,20.3,65,12.9,8.1
2020-07-28,Hassan,30.3,20.9,28.3,145.8,65,10.8,11.9
2020-07-28,Davanagere,29.5,21.8,28.9,60.1,54,11.3,8.6
2020-07-28,Shivamogga,30.2,25.4,29.1,122.6,74,5.1,3.9
2020-07-28,Dharwad,31.3,23.2,29.0,73.8,79,7.8,4.8
2020-07-28,Belagavi,22.4,15.0,22.1,105.7,51,13.7,1.2
2020-07-29,Koppal,30.8,22.3,28.8,106.6,87,9.6,2.3
2020-07-29,Ballari,26.8,16.9,22.5,106.7,77,8.7,5.9
2020-07-29,Raichur,26.6,19.1,22.6,129.1,61,3.6,6.2
2020-07-29,Mandya,26.9,17.4,23.0,121.4,89,2.6,2.4
2020-07-29,Mysuru,29.7,17.4,24.9,51.0,70,2.5,3.2
2020-07-29,Hassan,30.0,20.6,26.0,130.6,46,8.5,9.6
2020-07-29,Davanagere,27.5,19.1,26.4,103.7,46,14.7,2.4
2020-07-29,Shivamogga,31.9,21.5,28.1,18.2,79,6.9,11.3
2020-07-29,Dharwad,29.8,22.3,28.6,47.8,87,6.8,9.0
2020-07-29,Belagavi,31.8,22.0,27.9,55.1,40,10.1,2.6
2020-07-30,Koppal,29.3,21.1,25.6,116.9,60,9.1,3.5
2020-07-30,Ballari,24.2,19.9,23.8,27.5,45,5.7,8.4
2020-07-30,Raichur,32.8,20.6,28.4,45.5,61,8.8,2.6
2020-07-30,Mandya,28.2,16.8,23.6,126.8,41,5.7,4.7
2020-07-30,Mysuru,28.5,19.7,26.2,53.5,46,14.4,0.6
2020-07-30,Hassan,32.8,21.5,28.6,109.3,66,6.1,3.3
2020-07-30,Davanagere,28.6,18.8,24.0,112.6,92,13.1,5.1
2020-07-30,Shivamogga,26.6,14.5,22.1,107.5,54,8.5,2.6
2020-07-30,Dharwad,27.4,16.3,23.5,4.7,74,5.9,7.4
2020-07-30,Belagavi,30.0,23.8,28.8,99.3,55,4.5,7.2
2020-07-31,Koppal,23.5,19.8,23.0,89.1,83,6.3,11.0
2020-07-31,Ballari,28.1,17.6,23.8,119.1,40,8.8,8.5
2020-07-31,Raichur,24.8,17.7,24.4,23.3,94,2.2,8.5
2020-07-31,Mandya,31.7,23.1,27.1,149.0,75,2.6,8.6
2020-07-31,Mysuru,32.9,21.3,29.1,33.6,68,12.1,1.0
2020-07-31,Hassan,29.3,22.4,27.2,142.7,59,14.8,5.0
2020-07-31,Davanagere,24.5,18.7,23.6,124.5,76,12.9,1.7
2020-07-31,Shivamogga,24.9,19.1,23.5,3.8,48,2.7,3.0
2020-07-31,Dharwad,28.1,21.0,26.2,10.0,49,12.0,7.0
2020-07-31,Belagavi,27.6,19.9,23.1,75.5,57,11.4,10.4
2020-08-01,Koppal,30.6,21.7,29.5,30.5,59,3.1,9.5
2020-08-01,Ballari,28.9,20.1,25.5,82.3,45,6.9,7.1
2020-08-01,Raichur,27.1,17.7,24.0,1.0,68,14.4,7.6
2020-08-01,Mandya,26.3,15.5,22.1,50.0,58,8.3,4.7
2020-08-01,Mysuru,33.9,22.7,29.9,37.7,41,5.8,10.7
2020-08-01,Hassan,29.8,18.5,26.2,36.9,46,11.8,8.5
2020-08-01,Davanagere,28.2,21.5,26.0,67.9,47,6.2,3.9
2020-08-01,Shivamogga,26.2,22.1,25.4,15.0,77,12.3,9.2
2020-08-01,Dharwad,27.9,18.0,23.0,137.7,65,8.2,5.4
2020-08-01,Belagavi,24.5,16.6,22.4,22.0,74,4.8,5.3
2020-08-02,Koppal,26.6,20.8,24.5,21.6,76,10.6,9.5
2020-08-02,Ballari,26.7,19.3,23.2,67.0,57,11.8,5.1
2020-08-02,Raichur,22.9,15.3,22.8,4.3,87,13.2,8.7
2020-08-02,Mandya,30.4,20.7,25.7,26.5,58,5.1,8.5
2020-08-02,Mysuru,25.2,19.1,23.3,109.5,46,3.4,8.3
2020-08-02,Hassan,30.1,19.7,26.6,135.7,64,6.2,10.0
2020-08-02,Davanagere,25.4,17.7,24.9,66.7,47,7.5,3.5
2020-08-02,Shivamogga,25.7,19.5,24.1,70.7,49,4.0,1.4
2020-08-02,Dharwad,29.5,21.4,27.8,87.0,90,11.7,4.7
2020-08-02,Belagavi,26.3,16.5,22.8,21.0,52,7.3,9.3
2020-08-03,Koppal,25.5,16.8,22.9,19.2,56,9.0,1.9
2020-08-03,Ballari,27.3,19.9,25.2,87.1,52,13.8,6.5
2020-08-03,Raichur,26.5,21.7,25.9,21.7,62,2.2,7.9
2020-08-03,Mandya,29.7,19.2,26.4,126.9,44,3.2,8.6
2020-08-03,Mysuru,23.8,14.7,22.1,121.7,67,7.9,1.4
2020-08-03,Hassan,30.9,20.4,26.2,34.1,58,5.7,1.6
2020-08-03,Davanagere,29.8,21.1,26.6,54.1,69,6.1,9.6
2020-08-03,Shivamogga,28.8,18.0,24.5,71.8,45,4.0,1.6
2020-08-03,Dharwad,29.3,21.9,28.9,29.5,54,13.6,3.4
2020-08-03,Belagavi,29.6,21.6,24.8,16.7,73,3.6,11.1
2020-08-04,Koppal,28.3,18.2,25.7,78.2,82,3.9,9.7
2020-08-04,Ballari,29.2,18.2,25.6,93.6,87,14.4,6.6
2020-08-04,Raichur,29.7,17.5,25.1,121.7,59,8.5,1.5
2020-08-04,Mandya,31.4,22.0,27.3,19.1,49,12.9,2.2
2020-08-04,Mysuru,26.1,18.7,23.3,48.4,65,13.3,4.1
2020-08-04,Hassan,26.5,18.5,26.0,149.9,73,13.1,10.0
2020-08-04,Davanagere,31.2,20.6,27.1,27.8,58,14.8,7.8
2020-08-04,Shivamogga,31.1,24.1,27.2,89.3,43,4.4,8.3
2020-08-04,Dharwad,25.7,20.8,24.0,31.2,48,13.6,0.9
2020-08-04,Belagavi,32.5,21.3,28.9,52.4,62,2.9,5.2
2020-08-05,Koppal,32.4,24.9,28.1,29.1,42,14.5,3.5
2020-08-05,Ballari,29.4,24.0,27.2,16.7,65,11.2,6.5
2020-08-05,Raichur,30.5,20.5,27.2,122.4,45,4.9,5.2
2020-08-05,Mandya,32.5,21.7,27.9,70.3,43,6.3,1.8
2020-08-05,Mysuru,23.6,14.4,22.0,76.1,78,11.2,4.1
2020-08-05,Hassan,27.4,21.4,26.9,48.4,57,12.0,11.7
2020-08-05,Davanagere,27.3,19.3,26.2,97.3,71,2.1,3.5
2020-08-05,Shivamogga,33.2,21.9,28.2,124.5,91,3.5,6.4
2020-08-05,Dharwad,26.6,19.9,23.1,76.9,94,3.4,11.5
2020-08-05,Belagavi,30.5,23.3,27.9,3.6,80,13.6,1.4
2020-08-06,Koppal,34.2,25.2,29.9,85.8,74,12.5,8.1
2020-08-06,Ballari,29.0,20.8,25.4,23.4,48,10.0,4.9
2020-08-06,Raichur,32.1,23.5,28.3,68.7,55,14.7,3.0
2020-08-06,Mandya,24.8,16.6,22.8,85.9,82,3.4,1.3
2020-08-06,Mysuru,32.3,23.7,29.4,110.5,62,14.0,2.6
2020-08-06,Hassan,26.9,14.4,22.1,51.3,72,14.0,6.9
2020-08-06,Davanagere,26.4,21.9,25.9,24.4,59,7.4,8.6
2020-08-06,Shivamogga,30.4,25.2,29.1,105.8,79,5.6,0.1
2020-08-06,Dharwad,32.2,24.4,29.9,148.7,44,6.7,6.8
2020-08-06,Belagavi,32.6,21.8,29.0,107.7,54,9.7,8.0
2020-08-07,Koppal,24.7,16.4,22.1,148.7,53,7.9,1.7
2020-08-07,Ballari,28.0,23.7,27.9,132.0,44,3.8,9.0
2020-08-07,Raichur,30.8,23.8,29.5,52.8,85,10.9,11.2
2020-08-07,Mandya,28.9,18.7,25.7,82.5,74,6.5,3.8
2020-08-07,Mysuru,32.2,20.4,27.6,112.8,53,11.3,4.8
2020-08-07,Hassan,25.4,21.2,24.7,109.1,59,2.9,0.3
2020-08-07,Davanagere,26.5,16.8,22.9,88.1,53,13.7,0.9
2020-08-07,Shivamogga,25.6,20.1,25.2,136.5,78,3.6,8.0
2020-08-07,Dharwad,29.3,19.8,27.5,93.5,90,10.1,5.6
2020-08-07,Belagavi,34.4,22.1,29.6,104.0,55,11.6,4.2
2020-08-08,Koppal,29.6,20.2,26.7,54.4,79,9.0,11.6
2020-08-08,Ballari,29.4,21.5,24.5,77.9,70,8.8,11.7
2020-08-08,Raichur,30.5,19.4,26.9,68.6,42,9.8,4.8
2020-08-08,Mandya,30.5,26.2,29.4,34.6,95,13.7,1.2
2020-08-08,Mysuru,26.7,21.2,25.2,24.4,59,8.1,5.4
2020-08-08,Hassan,27.5,21.4,25.7,87.6,79,12.0,4.5
2020-08-08,Davanagere,25.0,16.5,23.3,65.2,95,5.5,0.4
2020-08-08,Shivamogga,29.0,24.7,28.4,136.0,56,5.7,7.2
2020-08-08,Dharwad,24.1,17.9,22.1,128.7,69,7.7,2.0
2020-08-08,Belagavi,28.6,24.9,28.5,98.3,45,9.9,9.9
2020-08-09,Koppal,29.2,22.8,28.7,70.9,60,2.5,11.0
2020-08-09,Ballari,25.8,18.9,25.2,125.7,65,13.4,11.2
2020-08-09,Raichur,32.3,22.8,28.4,62.7,94,6.9,4.5
2020-08-09,Mandya,27.0,18.0,23.1,120.8,65,2.2,1.9
2020-08-09,Mysuru,25.3,18.7,22.5,143.5,76,8.8,1.4
2020-08-09,Hassan,29.4,22.1,26.5,129.1,75,8.2,3.5
2020-08-09,Davanagere,34.1,22.5,29.2,96.6,60,5.6,8.3
2020-08-09,Shivamogga,24.7,17.2,22.8,110.1,76,13.1,1.2
2020-08-09,Dharwad,26.7,21.2,24.3,6.1,48,4.0,0.2
2020-08-09,Belagavi,23.9,19.0,22.8,81.9,86,10.0,6.8
2020-08-10,Koppal,29.5,20.8,24.8,48.8,94,2.8,2.0
2020-08-10,Ballari,26.6,22.0,26.4,19.0,59,7.9,6.7
2020-08-10,Raichur,28.3,18.3,23.7,93.6,88,7.9,10.3
2020-08-10,Mandya,33.2,23.2,29.3,39.6,89,12.2,9.6
2020-08-10,Mysuru,28.8,22.4,28.3,75.6,94,13.4,3.6
2020-08-10,Hassan,31.6,23.4,29.4,4.7,51,4.4,5.1
2020-08-10,Davanagere,26.0,17.4,22.9,100.5,50,7.6,2.2
2020-08-10,Shivamogga,29.5,22.6,27.0,24.4,45,2.2,0.7
2020-08-10,Dharwad,27.1,19.4,23.4,5.7,79,5.0,8.0
2020-08-10,Belagavi,31.3,19.8,26.8,72.6,52,10.3,8.9
2020-08-11,Koppal,26.5,17.4,24.1,59.6,59,14.1,8.8
2020-08-11,Ballari,28.1,18.8,25.0,138.6,47,7.1,5.7
2020-08-11,Raichur,25.5,16.5,22.8,62.5,69,8.4,4.0
2020-08-11,Mandya,31.1,21.7,26.9,24.5,77,5.5,8.6
2020-08-11,Mysuru,28.5,22.5,25.7,64.2,89,10.7,7.0
2020-08-11,Hassan,22.2,16.2,22.2,107.3,88,5.8,5.3
2020-08-11,Davanagere,31.7,23.2,29.3,61.7,90,4.1,10.4
2020-08-11,Shivamogga,26.5,18.2,25.1,129.6,57,3.7,11.0
2020-08-11,Dharwad,25.5,20.2,25.5,107.6,44,3.0,9.0
2020-08-11,Belagavi,32.9,20.8,28.3,51.8,72,9.6,4.7
2020-08-12,Koppal,28.8,18.3,25.6,71.2,52,3.0,1.9
2020-08-12,Ballari,25.0,16.0,22.9,20.9,59,13.9,9.9
2020-08-12,Raichur,31.5,20.3,27.9,7.2,68,12.0,6.6
2020-08-12,Mandya,32.0,22.6,29.5,35.2,92,11.3,10.4
2020-08-12,Mysuru,23.7,20.1,23.3,52.5,79,14.9,9.8
2020-08-12,Hassan,30.1,24.6,28.0,60.2,92,8.9,7.1
2020-08-12,Davanagere,31.9,24.1,27.4,84.2,77,5.1,11.1
2020-08-12,Shivamogga,27.6,17.4,24.6,5.7,75,2.4,7.2
2020-08-12,Dharwad,29.1,18.9,25.4,51.2,66,13.3,9.0
2020-08-12,Belagavi,26.8,18.9,24.9,7.2,86,9.7,0.9
2020-08-13,Koppal,24.1,16.4,22.9,88.3,57,2.0,10.6
2020-08-13,Ballari,30.3,19.7,25.7,88.4,73,3.7,1.0
2020-08-13,Raichur,32.7,23.9,28.8,55.2,78,8.8,8.0
2020-08-13,Mandya,26.6,19.1,25.2,97.8,61,12.4,8.0
2020-08-13,Mysuru,25.1,17.4,23.2,67.8,47,12.5,7.3
2020-08-13,Hassan,27.4,22.3,26.0,139.7,76,11.0,10.9
2020-08-13,Davanagere,31.8,22.0,28.9,140.5,66,12.1,10.8
2020-08-13,Shivamogga,27.5,19.7,27.2,15.5,59,11.8,1.4
2020-08-13,Dharwad,24.2,17.5,22.0,114.0,93,2.3,6.0
2020-08-13,Belagavi,27.7,18.1,24.8,95.2,70,3.7,10.6
2020-08-14,Koppal,33.2,21.4,29.0,108.5,85,8.6,3.0
2020-08-14,Ballari,27.9,20.7,25.7,58.1,86,8.7,9.1
2020-08-14,Raichur,26.8,16.2,23.2,13.6,54,12.0,3.3
2020-08-14,Mandya,34.3,24.4,29.9,6.7,72,3.5,3.1
2020-08-14,Mysuru,25.1,16.5,22.9,115.1,58,7.0,8.6
2020-08-14,Hassan,31.6,25.3,29.9,68.0,87,7.3,0.8
2020-08-14,Davanagere,29.6,21.8,25.2,100.0,76,2.5,1.7
2020-08-14,Shivamogga,28.8,24.1,28.0,36.6,75,8.7,8.8
2020-08-14,Dharwad,27.1,20.2,26.7,80.4,82,13.6,0.5
2020-08-14,Belagavi,26.7,17.5,24.2,88.1,74,11.4,1.6
2020-08-15,Koppal,30.4,23.4,29.4,86.4,63,4.9,2.3
2020-08-15,Ballari,33.6,25.4,29.2,5.2,47,12.1,3.4
2020-08-15,Raichur,27.7,16.8,24.7,45.2,67,11.1,11.9
2020-08-15,Mandya,28.6,23.1,26.6,88.9,42,13.0,3.8
2020-08-15,Mysuru,29.0,22.3,28.9,120.1,88,9.2,8.3
2020-08-15,Hassan,29.6,25.6,29.1,58.8,62,14.0,2.9
2020-08-15,Davanagere,33.0,25.0,28.8,4.0,95,14.4,6.1
2020-08-15,Shivamogga,28.0,23.2,26.3,51.2,48,9.7,5.4
2020-08-15,Dharwad,28.4,16.1,24.0,102.8,49,11.5,0.5
2020-08-15,Belagavi,34.2,26.2,29.6,20.0,47,14.4,0.1
2020-08-16,Koppal,31.5,23.0,29.3,109.9,85,15.0,7.1
2020-08-16,Ballari,29.5,24.4,27.8,114.9,56,12.0,10.1
2020-08-16,Raichur,29.0,19.5,25.9,107.5,49,9.0,0.0
2020-08-16,Mandya,29.9,21.8,29.2,69.8,63,9.8,11.3
2020-08-16,Mysuru,28.5,22.0,25.9,117.6,87,7.2,1.9
2020-08-16,Hassan,31.7,20.3,27.9,41.0,95,4.6,4.8
2020-08-16,Davanagere,25.6,18.9,22.9,40.2,71,14.9,7.2
2020-08-16,Shivamogga,25.0,17.7,23.0,52.5,64,6.0,11.1
2020-08-16,Dharwad,28.6,25.1,28.3,61.6,52,4.2,4.4
2020-08-16,Belagavi,24.7,15.7,23.3,40.2,40,11.5,4.4
2020-08-17,Koppal,30.6,21.8,27.8,18.4,62,2.5,4.6
2020-08-17,Ballari,24.6,18.5,22.2,130.6,79,8.2,6.5
2020-08-17,Raichur,32.7,25.8,29.4,134.1,70,9.7,8.0
2020-08-17,Mandya,27.2,16.6,24.2,143.9,90,3.2,0.4
2020-08-17,Mysuru,26.4,16.7,24.3,97.1,66,9.3,4.8
2020-08-17,Hassan,30.5,24.3,28.7,61.4,92,11.0,1.1
2020-08-17,Davanagere,31.6,24.2,27.4,128.9,66,7.1,4.1
2020-08-17,Shivamogga,25.7,18.3,23.3,110.4,69,12.5,11.8
2020-08-17,Dharwad,28.1,17.6,24.8,110.6,82,14.3,7.7
2020-08-17,Belagavi,25.2,19.3,23.7,106.4,82,9.9,11.7
2020-08-18,Koppal,24.8,18.8,22.9,25.8,69,11.0,7.0
2020-08-18,Ballari,28.4,17.1,24.2,114.3,83,3.9,8.5
2020-08-18,Raichur,29.6,21.4,26.2,145.1,84,12.4,4.8
2020-08-18,Mandya,31.1,19.0,26.1,125.7,54,3.0,7.6
2020-08-18,Mysuru,29.2,23.7,28.5,23.3,75,3.7,8.3
2020-08-18,Hassan,30.6,22.2,29.7,21.1,50,10.7,6.9
2020-08-18,Davanagere,29.7,23.8,28.8,20.0,82,11.4,1.8
2020-08-18,Shivamogga,26.4,22.5,25.9,64.0,53,5.5,8.8
2020-08-18,Dharwad,23.2,19.7,23.0,120.0,69,7.3,10.6
2020-08-18,Belagavi,29.5,22.0,26.0,12.5,69,11.4,2.7
2020-08-19,Koppal,32.6,23.0,27.7,62.1,47,8.5,1.9
2020-08-19,Ballari,23.8,20.2,23.3,32.3,50,4.0,2.8
2020-08-19,Raichur,26.6,17.6,22.7,99.0,86,12.3,5.6
2020-08-19,Mandya,30.9,21.4,28.7,26.0,65,12.1,8.2
2020-08-19,Mysuru,30.9,24.8,29.5,51.0,67,8.6,7.0
2020-08-19,Hassan,27.8,20.6,24.4,140.8,79,2.2,4.2
2020-08-19,Davanagere,31.9,20.5,27.4,67.2,45,13.0,4.1
2020-08-19,Shivamogga,30.6,20.3,27.3,13.2,68,7.8,9.6
2020-08-19,Dharwad,29.6,21.8,28.3,15.3,57,7.0,8.6
2020-08-19,Belagavi,33.0,24.4,29.6,124.7,50,2.9,6.9
2020-08-20,Koppal,31.8,20.0,26.9,25.6,42,7.7,3.5
2020-08-20,Ballari,28.3,19.9,25.2,112.1,43,3.1,9.1
2020-08-20,Raichur,33.7,22.4,28.9,54.6,72,6.5,1.6
2020-08-20,Mandya,24.8,18.3,22.2,28.1,63,8.1,6.7
2020-08-20,Mysuru,30.2,21.5,29.2,95.3,57,7.4,8.7
2020-08-20,Hassan,34.5,23.4,30.0,60.0,49,8.5,1.9
2020-08-20,Davanagere,29.1,20.5,25.8,12.1,87,14.4,10.8
2020-08-20,Shivamogga,24.0,15.8,22.7,123.3,88,12.1,11.7
2020-08-20,Dharwad,28.0,20.8,27.8,56.6,63,5.6,1.9
2020-08-20,Belagavi,25.4,19.7,23.6,109.4,93,2.9,4.4
2020-08-21,Koppal,24.2,15.0,22.3,31.7,89,12.6,5.8
