Date,Variety,Price_Rs_per_Quintal,Market_Demand,Supply_Status
2019-06-06,Jyothi,2497,Low,Deficit
2019-06-06,MTU-1010,2909,High,Surplus
2019-06-13,BPT-5204,2792,Medium,Normal
2019-06-13,JGL-1798,2723,Low,Normal
2019-06-13,IR-64,2486,High,Normal
2019-06-13,Jyothi,2375,Medium,Surplus
2019-06-13,MTU-1010,2710,Medium,Surplus
2019-06-20,BPT-5204,2858,Medium,Normal
2019-06-20,JGL-1798,2696,Low,Deficit
2019-06-20,IR-64,2718,Low,Surplus
2019-06-20,Jyothi,2514,High,Surplus
2019-06-20,MTU-1010,2668,Medium,Deficit
2019-06-27,BPT-5204,2773,Low,Normal
2019-06-27,JGL-1798,2666,Low,Normal
2019-06-27,IR-64,2574,High,Normal
2019-06-27,Jyothi,2347,Low,Normal
2019-06-27,MTU-1010,2806,Low,Normal
2019-07-04,BPT-5204,2961,High,Normal
2019-07-04,JGL-1798,2825,Medium,Deficit
2019-07-04,IR-64,2703,Medium,Deficit
2019-07-04,Jyothi,2393,High,Deficit
2019-07-04,MTU-1010,2801,Low,Deficit
2019-07-11,BPT-5204,2935,Low,Surplus
2019-07-11,JGL-1798,2662,Low,Normal
2019-07-11,IR-64,2719,Low,Deficit
2019-07-11,Jyothi,2470,High,Surplus
2019-07-11,MTU-1010,2774,Low,Deficit
2019-07-18,BPT-5204,2914,High,Deficit
2019-07-18,JGL-1798,2795,High,Normal
2019-07-18,IR-64,2682,Medium,Deficit
2019-07-18,Jyothi,2349,High,Normal
2019-07-18,MTU-1010,2891,High,Normal
2019-07-25,BPT-5204,2842,Low,Deficit
2019-07-25,JGL-1798,2804,Low,Surplus
2019-07-25,IR-64,2693,Low,Normal
2019-07-25,Jyothi,2565,High,Surplus
2019-07-25,MTU-1010,2848,Medium,Deficit
2019-08-01,BPT-5204,2939,Low,Deficit
2019-08-01,JGL-1798,2607,Low,Surplus
2019-08-01,IR-64,2703,Medium,Normal
2019-08-01,Jyothi,2543,High,Normal
2019-08-01,MTU-1010,2710,High,Normal
2019-08-08,BPT-5204,2798,Low,Surplus
2019-08-08,JGL-1798,2641,Low,Normal
2019-08-08,IR-64,2697,Low,Surplus
2019-08-08,Jyothi,2535,Medium,Deficit
2019-08-08,MTU-1010,2694,High,Deficit
2019-08-15,BPT-5204,2969,Medium,Deficit
2019-08-15,JGL-1798,2610,High,Surplus
2019-08-15,IR-64,2679,High,Surplus
2019-08-15,Jyothi,2458,Low,Deficit
2019-08-15,MTU-1010,2904,Medium,Surplus
2019-08-22,BPT-5204,2820,Low,Deficit
2019-08-22,JGL-1798,2595,High,Surplus
2019-08-22,IR-64,2561,Medium,Surplus
2019-08-22,Jyothi,2552,High,Deficit
2019-08-22,MTU-1010,2796,Medium,Deficit
2019-08-29,BPT-5204,2822,Low,Deficit
2019-08-29,JGL-1798,2613,Medium,Surplus
2019-08-29,IR-64,2658,Medium,Normal
2019-08-29,Jyothi,2575,High,Surplus
2019-08-29,MTU-1010,2675,Medium,Surplus
2019-09-05,BPT-5204,2659,Low,Normal
2019-09-05,JGL-1798,2526,Low,Normal
2019-09-05,IR-64,2301,Low,Surplus
2019-09-05,Jyothi,2271,Low,Deficit
2019-09-05,MTU-1010,2567,Low,Deficit
2019-09-12,BPT-5204,2616,Medium,Deficit
2019-09-12,JGL-1798,2456,Medium,Deficit
2019-09-12,IR-64,2320,Low,Surplus
2019-09-12,Jyothi,2330,Medium,Surplus
2019-09-12,MTU-1010,2655,Low,Normal
2019-09-19,BPT-5204,2715,Medium,Normal
2019-09-19,JGL-1798,2509,Low,Deficit
2019-09-19,IR-64,2314,Low,Deficit
2019-09-19,Jyothi,2214,High,Normal
2019-09-19,MTU-1010,2511,Medium,Surplus
2019-09-26,BPT-5204,2718,Low,Normal
2019-09-26,JGL-1798,2415,Low,Surplus
2019-09-26,IR-64,2383,High,Surplus
2019-09-26,Jyothi,2212,High,Normal
2019-09-26,MTU-1010,2687,Low,Surplus
2019-10-03,BPT-5204,2738,High,Surplus
2019-10-03,JGL-1798,2494,Medium,Normal
2019-10-03,IR-64,2485,High,Normal
2019-10-03,Jyothi,2370,High,Deficit
2019-10-03,MTU-1010,2514,Low,Surplus
2019-10-10,BPT-5204,2517,Low,Deficit
2019-10-10,JGL-1798,2619,Medium,Surplus
2019-10-10,IR-64,2451,Low,Normal
2019-10-10,Jyothi,2301,Low,Surplus
2019-10-10,MTU-1010,2714,Low,Surplus
2019-10-17,BPT-5204,2708,Medium,Normal
2019-10-17,JGL-1798,2400,High,Deficit
2019-10-17,IR-64,2292,Low,Normal
2019-10-17,Jyothi,2373,Low,Normal
2019-10-17,MTU-1010,2626,High,Deficit
2019-10-24,BPT-5204,2515,Medium,Deficit
2019-10-24,JGL-1798,2591,High,Normal
2019-10-24,IR-64,2389,Low,Surplus
2019-10-24,Jyothi,2275,High,Normal
2019-10-24,MTU-1010,2554,Medium,Normal
2019-10-31,BPT-5204,2727,High,Normal
2019-10-31,JGL-1798,2547,High,Normal
2019-10-31,IR-64,2491,Low,Normal
2019-10-31,Jyothi,2297,Medium,Deficit
2019-10-31,MTU-1010,2484,Medium,Deficit
2019-11-07,BPT-5204,2350,High,Surplus
2019-11-07,JGL-1798,2345,Low,Surplus
2019-11-07,IR-64,2153,Medium,Normal
2019-11-07,Jyothi,2079,Low,Deficit
2019-11-07,MTU-1010,2479,Low,Normal
2019-11-14,BPT-5204,2398,Low,Surplus
2019-11-14,JGL-1798,2414,Medium,Deficit
2019-11-14,IR-64,2281,Medium,Normal
2019-11-14,Jyothi,2027,Low,Surplus
2019-11-14,MTU-1010,2349,Medium,Deficit
2019-11-21,BPT-5204,2339,High,Deficit
2019-11-21,JGL-1798,2244,Low,Surplus
2019-11-21,IR-64,2280,High,Deficit
2019-11-21,Jyothi,2166,Medium,Deficit
2019-11-21,MTU-1010,2308,Low,Deficit
2019-11-28,BPT-5204,2376,High,Normal
2019-11-28,JGL-1798,2351,High,Surplus
2019-11-28,IR-64,2289,Low,Normal
2019-11-28,Jyothi,2049,High,Deficit
2019-11-28,MTU-1010,2402,Low,Surplus
2019-12-05,BPT-5204,2486,Low,Deficit
2019-12-05,JGL-1798,2211,Low,Surplus
2019-12-05,IR-64,2248,High,Deficit
2019-12-05,Jyothi,2176,High,Normal
2019-12-05,MTU-1010,2445,Low,Normal
2019-12-12,BPT-5204,2420,Medium,Deficit
2019-12-12,JGL-1798,2364,Low,Surplus
2019-12-12,IR-64,2252,High,Surplus
2019-12-12,Jyothi,2143,Low,Surplus
2019-12-12,MTU-1010,2435,Medium,Deficit
2019-12-19,BPT-5204,2548,Low,Surplus
2019-12-19,JGL-1798,2279,High,Surplus
2019-12-19,IR-64,2175,High,Surplus
2019-12-19,Jyothi,2173,High,Surplus
2019-12-19,MTU-1010,2342,High,Normal
2019-12-26,BPT-5204,2445,Medium,Surplus
2019-12-26,JGL-1798,2337,Low,Deficit
2019-12-26,IR-64,2217,Medium,Deficit
2019-12-26,Jyothi,2092,Medium,Normal
2019-12-26,MTU-1010,2433,Low,Surplus
2020-01-02,BPT-5204,2416,High,Deficit
2020-01-02,JGL-1798,2500,Low,Normal
2020-01-02,IR-64,2372,High,Surplus
2020-01-02,Jyothi,2270,Low,Normal
2020-01-02,MTU-1010,2460,Medium,Deficit
2020-01-09,BPT-5204,2425,Medium,Deficit
2020-01-09,JGL-1798,2461,Low,Surplus
2020-01-09,IR-64,2337,Medium,Deficit
2020-01-09,Jyothi,2260,Low,Normal
2020-01-09,MTU-1010,2433,High,Surplus
2020-01-16,BPT-5204,2459,Low,Deficit
2020-01-16,JGL-1798,2370,High,Normal
2020-01-16,IR-64,2315,Low,Surplus
2020-01-16,Jyothi,2084,Low,Normal
2020-01-16,MTU-1010,2485,Medium,Surplus
2020-01-23,BPT-5204,2517,Medium,Deficit
2020-01-23,JGL-1798,2368,Low,Surplus
2020-01-23,IR-64,2231,Medium,Normal
2020-01-23,Jyothi,2104,Low,Normal
2020-01-23,MTU-1010,2474,Low,Surplus
2020-01-30,BPT-5204,2453,Low,Surplus
2020-01-30,JGL-1798,2466,High,Surplus
2020-01-30,IR-64,2349,Medium,Deficit
2020-01-30,Jyothi,2168,High,Surplus
2020-01-30,MTU-1010,2508,Medium,Deficit
2020-02-06,BPT-5204,2773,Medium,Normal
2020-02-06,JGL-1798,2527,High,Deficit
2020-02-06,IR-64,2499,Low,Deficit
2020-02-06,Jyothi,2296,Low,Normal
2020-02-06,MTU-1010,2789,High,Surplus
2020-02-13,BPT-5204,2791,Medium,Normal
2020-02-13,JGL-1798,2666,Low,Deficit
2020-02-13,IR-64,2545,Low,Surplus
2020-02-13,Jyothi,2402,High,Surplus
2020-02-13,MTU-1010,2744,Medium,Deficit
2020-02-20,BPT-5204,2685,Medium,Deficit
2020-02-20,JGL-1798,2744,High,Surplus
2020-02-20,IR-64,2532,Low,Deficit
2020-02-20,Jyothi,2328,Low,Surplus
2020-02-20,MTU-1010,2672,High,Deficit
2020-02-27,BPT-5204,2874,High,Normal
2020-02-27,JGL-1798,2575,Medium,Surplus
2020-02-27,IR-64,2442,Low,Normal
2020-02-27,Jyothi,2377,Medium,Deficit
2020-02-27,MTU-1010,2594,Low,Surplus
2020-03-05,BPT-5204,2837,High,Normal
2020-03-05,JGL-1798,2508,Low,Surplus
2020-03-05,IR-64,2580,Medium,Normal
2020-03-05,Jyothi,2337,Medium,Surplus
2020-03-05,MTU-1010,2629,Medium,Deficit
2020-03-12,BPT-5204,2645,Low,Surplus
2020-03-12,JGL-1798,2656,Medium,Deficit
2020-03-12,IR-64,2473,Medium,Surplus
2020-03-12,Jyothi,2330,Medium,Normal
2020-03-12,MTU-1010,2681,Medium,Deficit
2020-03-19,BPT-5204,2668,Medium,Deficit
2020-03-19,JGL-1798,2558,Medium,Deficit
2020-03-19,IR-64,2430,High,Surplus
2020-03-19,Jyothi,2478,Low,Normal
2020-03-19,MTU-1010,2655,Low,Normal
2020-03-26,BPT-5204,2642,Low,Surplus
2020-03-26,JGL-1798,2718,Low,Normal
2020-03-26,IR-64,2524,Medium,Deficit
2020-03-26,Jyothi,2372,Low,Surplus
2020-03-26,MTU-1010,2586,Low,Normal
2020-04-02,BPT-5204,2657,Medium,Normal
2020-04-02,JGL-1798,2738,Low,Surplus
2020-04-02,IR-64,2620,High,Normal
2020-04-02,Jyothi,2366,Low,Normal
2020-04-02,MTU-1010,2757,High,Normal
2020-04-09,BPT-5204,2785,Medium,Surplus
2020-04-09,JGL-1798,2661,High,Normal
2020-04-09,IR-64,2593,Low,Surplus
2020-04-09,Jyothi,2295,Low,Deficit
2020-04-09,MTU-1010,2710,High,Deficit
2020-04-16,BPT-5204,2627,Low,Surplus
2020-04-16,JGL-1798,2656,Low,Deficit
2020-04-16,IR-64,2613,Medium,Surplus
2020-04-16,Jyothi,2302,Medium,Deficit
2020-04-16,MTU-1010,2593,Medium,Normal
2020-04-23,BPT-5204,2799,High,Normal
2020-04-23,JGL-1798,2526,Low,Surplus
2020-04-23,IR-64,2616,Low,Normal
2020-04-23,Jyothi,2305,Low,Deficit
2020-04-23,MTU-1010,2724,Low,Surplus
2020-04-30,BPT-5204,2682,Medium,Surplus
2020-04-30,JGL-1798,2734,Medium,Deficit
2020-04-30,IR-64,2456,Low,Surplus
2020-04-30,Jyothi,2373,Medium,Surplus
2020-04-30,MTU-1010,2810,Low,Surplus
2020-05-07,BPT-5204,2792,High,Deficit
2020-05-07,JGL-1798,2636,Low,Normal
2020-05-07,IR-64,2612,Medium,Surplus
2020-05-07,Jyothi,2285,Low,Normal
2020-05-07,MTU-1010,2743,Medium,Normal
2020-05-14,BPT-5204,2632,High,Surplus
2020-05-14,JGL-1798,2753,Medium,Surplus
2020-05-14,IR-64,2485,Low,Surplus
2020-05-14,Jyothi,2369,Medium,Deficit
2020-05-14,MTU-1010,2707,Medium,Surplus
2020-05-21,BPT-5204,2844,Medium,Surplus
2020-05-21,JGL-1798,2746,Low,Normal
2020-05-21,IR-64,2536,Medium,Normal
2020-05-21,Jyothi,2420,Low,Deficit
2020-05-21,MTU-1010,2785,Low,Surplus
2020-05-28,BPT-5204,2694,Low,Normal
2020-05-28,JGL-1798,2583,Low,Normal
2020-05-28,IR-64,2564,High,Deficit
2020-05-28,Jyothi,2352,High,Normal
2020-05-28,MTU-1010,2571,Medium,Deficit
2020-06-04,BPT-5204,3034,High,Surplus
2020-06-04,JGL-1798,2695,Low,Deficit
2020-06-04,IR-64,2726,Medium,Surplus
2020-06-04,Jyothi,2632,Medium,Deficit
2020-06-04,MTU-1010,2886,Low,Surplus
2020-06-11,BPT-5204,2835,Low,Deficit
2020-06-11,JGL-1798,2877,Medium,Normal
2020-06-11,IR-64,2608,Low,Normal
2020-06-11,Jyothi,2498,Low,Normal
2020-06-11,MTU-1010,2797,Medium,Surplus
2020-06-18,BPT-5204,2981,High,Normal
2020-06-18,JGL-1798,2928,Medium,Normal
2020-06-18,IR-64,2676,High,Deficit
2020-06-18,Jyothi,2516,Medium,Surplus
2020-06-18,MTU-1010,2882,Medium,Surplus
2020-06-25,BPT-5204,2886,High,Normal
2020-06-25,JGL-1798,2904,Low,Surplus
2020-06-25,IR-64,2785,Medium,Surplus
2020-06-25,Jyothi,2494,High,Surplus
2020-06-25,MTU-1010,2955,Low,Normal
2020-07-02,BPT-5204,3114,Medium,Deficit
2020-07-02,JGL-1798,2793,Medium,Normal
2020-07-02,IR-64,2819,Low,Deficit
2020-07-02,Jyothi,2566,High,Surplus
2020-07-02,MTU-1010,2976,Medium,Normal
2020-07-09,BPT-5204,2879,High,Surplus
2020-07-09,JGL-1798,2936,Medium,Deficit
2020-07-09,IR-64,2577,Medium,Normal
2020-07-09,Jyothi,2476,Medium,Surplus
2020-07-09,MTU-1010,2872,Medium,Surplus
2020-07-16,BPT-5204,3011,Low,Normal
2020-07-16,JGL-1798,2971,Medium,Deficit
2020-07-16,IR-64,2804,Medium,Surplus
2020-07-16,Jyothi,2481,Low,Normal
2020-07-16,MTU-1010,2837,Medium,Deficit
2020-07-23,BPT-5204,2965,High,Normal
2020-07-23,JGL-1798,2792,High,Normal
2020-07-23,IR-64,2588,High,Deficit
2020-07-23,Jyothi,2614,Medium,Surplus
2020-07-23,MTU-1010,3028,High,Normal
2020-07-30,BPT-5204,2950,Medium,Surplus
2020-07-30,JGL-1798,2792,Low,Normal
2020-07-30,IR-64,2761,High,Deficit
2020-07-30,Jyothi,2593,Low,Deficit
2020-07-30,MTU-1010,2817,High,Deficit
2020-08-06,BPT-5204,3114,High,Surplus
2020-08-06,JGL-1798,2710,Medium,Normal
2020-08-06,IR-64,2820,Low,Deficit
2020-08-06,Jyothi,2562,Low,Surplus
2020-08-06,MTU-1010,2779,Medium,Surplus
2020-08-13,BPT-5204,3084,Low,Deficit
2020-08-13,JGL-1798,2797,Medium,Surplus
2020-08-13,IR-64,2713,High,Normal
2020-08-13,Jyothi,2671,High,Normal
2020-08-13,MTU-1010,2923,High,Surplus
2020-08-20,BPT-5204,2921,High,Deficit
2020-08-20,JGL-1798,2823,Low,Deficit
2020-08-20,IR-64,2649,High,Deficit
2020-08-20,Jyothi,2558,Medium,Deficit
2020-08-20,MTU-1010,2967,Medium,Normal
2020-08-27,BPT-5204,2869,High,Deficit
2020-08-27,JGL-1798,2824,Low,Normal
2020-08-27,IR-64,2738,Low,Deficit
2020-08-27,Jyothi,2608,Medium,Normal
2020-08-27,MTU-1010,3037,Medium,Surplus
2020-09-03,BPT-5204,2790,Low,Normal
2020-09-03,JGL-1798,2518,High,Deficit
2020-09-03,IR-64,2551,High,Deficit
2020-09-03,Jyothi,2299,High,Normal
2020-09-03,MTU-1010,2586,High,Deficit
2020-09-10,BPT-5204,2666,Low,Normal
2020-09-10,JGL-1798,2659,Medium,Normal
2020-09-10,IR-64,2584,High,Deficit
2020-09-10,Jyothi,2271,Low,Surplus
2020-09-10,MTU-1010,2637,Low,Normal
2020-09-17,BPT-5204,2673,Medium,Normal
2020-09-17,JGL-1798,2526,Medium,Deficit
2020-09-17,IR-64,2591,Medium,Deficit
2020-09-17,Jyothi,2325,Low,Normal
2020-09-17,MTU-1010,2579,Medium,Surplus
2020-09-24,BPT-5204,2832,Medium,Normal
2020-09-24,JGL-1798,2618,Low,Normal
2020-09-24,IR-64,2396,High,Deficit
2020-09-24,Jyothi,2336,Low,Deficit
2020-09-24,MTU-1010,2724,Medium,Deficit
2020-10-01,BPT-5204,2763,High,Normal
2020-10-01,JGL-1798,2548,Low,Deficit
2020-10-01,IR-64,2379,Medium,Deficit
2020-10-01,Jyothi,2469,High,Surplus
2020-10-01,MTU-1010,2705,High,Surplus
2020-10-08,BPT-5204,2621,Medium,Deficit
2020-10-08,JGL-1798,2536,Medium,Normal
2020-10-08,IR-64,2609,Medium,Deficit
2020-10-08,Jyothi,2312,Low,Normal
2020-10-08,MTU-1010,2733,Low,Deficit
2020-10-15,BPT-5204,2620,Low,Deficit
2020-10-15,JGL-1798,2696,High,Surplus
2020-10-15,IR-64,2487,Medium,Deficit
2020-10-15,Jyothi,2407,Medium,Surplus
2020-10-15,MTU-1010,2690,High,Surplus
2020-10-22,BPT-5204,2723,Medium,Normal
2020-10-22,JGL-1798,2516,Medium,Surplus
2020-10-22,IR-64,2404,Medium,Surplus
2020-10-22,Jyothi,2397,High,Surplus
2020-10-22,MTU-1010,2755,Low,Surplus
2020-10-29,BPT-5204,2858,Medium,Surplus
2020-10-29,JGL-1798,2623,Low,Surplus
2020-10-29,IR-64,2458,Medium,Deficit
2020-10-29,Jyothi,2339,High,Deficit
2020-10-29,MTU-1010,2736,Medium,Deficit
2020-11-05,BPT-5204,2537,High,Normal
2020-11-05,JGL-1798,2325,Low,Surplus
2020-11-05,IR-64,2229,Medium,Surplus
2020-11-05,Jyothi,2222,Medium,Normal
2020-11-05,MTU-1010,2408,Medium,Normal
2020-11-12,BPT-5204,2619,High,Normal
2020-11-12,JGL-1798,2338,Medium,Normal
2020-11-12,IR-64,2324,Medium,Deficit
2020-11-12,Jyothi,2183,Medium,Deficit
2020-11-12,MTU-1010,2536,Medium,Surplus
2020-11-19,BPT-5204,2459,High,Surplus
2020-11-19,JGL-1798,2387,Medium,Surplus
2020-11-19,IR-64,2367,Medium,Deficit
2020-11-19,Jyothi,2159,Medium,Surplus
2020-11-19,MTU-1010,2587,Low,Surplus
2020-11-26,BPT-5204,2576,Low,Surplus
2020-11-26,JGL-1798,2474,Low,Deficit
2020-11-26,IR-64,2228,Medium,Deficit
2020-11-26,Jyothi,2115,Low,Normal
2020-11-26,MTU-1010,2534,High,Surplus
2020-12-03,BPT-5204,2598,Medium,Normal
2020-12-03,JGL-1798,2324,Low,Surplus
2020-12-03,IR-64,2410,Low,Normal
2020-12-03,Jyothi,2229,Medium,Deficit
2020-12-03,MTU-1010,2490,High,Deficit
2020-12-10,BPT-5204,2570,Medium,Deficit
2020-12-10,JGL-1798,2437,High,Deficit
2020-12-10,IR-64,2197,High,Surplus
2020-12-10,Jyothi,2157,High,Normal
2020-12-10,MTU-1010,2600,High,Surplus
2020-12-17,BPT-5204,2468,Medium,Surplus
2020-12-17,JGL-1798,2445,Medium,Surplus
2020-12-17,IR-64,2334,Low,Normal
2020-12-17,Jyothi,2226,Medium,Deficit
2020-12-17,MTU-1010,2602,Low,Surplus
2020-12-24,BPT-5204,2468,Medium,Deficit
2020-12-24,JGL-1798,2440,High,Surplus
2020-12-24,IR-64,2264,Medium,Deficit
2020-12-24,Jyothi,2084,High,Deficit
2020-12-24,MTU-1010,2538,Low,Surplus
2020-12-31,BPT-5204,2446,Medium,Surplus
2020-12-31,JGL-1798,2314,High,Surplus
2020-12-31,IR-64,2191,Low,Normal
2020-12-31,Jyothi,2244,Low,Deficit
2020-12-31,MTU-1010,2525,Low,Deficit
2021-01-07,BPT-5204,2587,Medium,Deficit
2021-01-07,JGL-1798,2430,Low,Normal
2021-01-07,IR-64,2460,Medium,Deficit
2021-01-07,Jyothi,2181,Medium,Normal
2021-01-07,MTU-1010,2694,High,Surplus
2021-01-14,BPT-5204,2582,High,Surplus
2021-01-14,JGL-1798,2427,High,Surplus
2021-01-14,IR-64,2288,High,Normal
2021-01-14,Jyothi,2374,Low,Normal
2021-01-14,MTU-1010,2590,Medium,Surplus
2021-01-21,BPT-5204,2660,Low,Normal
2021-01-21,JGL-1798,2628,Low,Normal
2021-01-21,IR-64,2323,Low,Normal
2021-01-21,Jyothi,2173,High,Deficit
2021-01-21,MTU-1010,2680,Low,Normal
2021-01-28,BPT-5204,2594,High,Surplus
2021-01-28,JGL-1798,2621,Low,Normal
2021-01-28,IR-64,2298,Low,Surplus
2021-01-28,Jyothi,2230,High,Deficit
2021-01-28,MTU-1010,2560,Low,Normal
2021-02-04,BPT-5204,2773,Medium,Normal
2021-02-04,JGL-1798,2703,High,Surplus
2021-02-04,IR-64,2471,High,Deficit
2021-02-04,Jyothi,2449,High,Surplus
2021-02-04,MTU-1010,2702,High,Surplus
2021-02-11,BPT-5204,2910,Medium,Normal
2021-02-11,JGL-1798,2619,Low,Deficit
2021-02-11,IR-64,2645,Low,Deficit
2021-02-11,Jyothi,2576,High,Normal
2021-02-11,MTU-1010,2825,High,Surplus
2021-02-18,BPT-5204,2890,Medium,Deficit
2021-02-18,JGL-1798,2761,Low,Surplus
2021-02-18,IR-64,2574,Low,Deficit
2021-02-18,Jyothi,2584,Low,Surplus
2021-02-18,MTU-1010,2803,High,Deficit
2021-02-25,BPT-5204,2892,Medium,Deficit
2021-02-25,JGL-1798,2643,Medium,Deficit
2021-02-25,IR-64,2671,Medium,Normal
2021-02-25,Jyothi,2539,Medium,Deficit
2021-02-25,MTU-1010,2779,High,Deficit
2021-03-04,BPT-5204,2921,High,Deficit
2021-03-04,JGL-1798,2717,High,Surplus
2021-03-04,IR-64,2580,Low,Surplus
2021-03-04,Jyothi,2424,Medium,Normal
2021-03-04,MTU-1010,2799,Low,Normal
2021-03-11,BPT-5204,2912,High,Deficit
2021-03-11,JGL-1798,2856,Low,Normal
2021-03-11,IR-64,2564,High,Normal
2021-03-11,Jyothi,2578,Medium,Deficit
2021-03-11,MTU-1010,2931,Low,Deficit
2021-03-18,BPT-5204,2828,High,Normal
2021-03-18,JGL-1798,2637,Medium,Deficit
2021-03-18,IR-64,2534,Medium,Surplus
2021-03-18,Jyothi,2518,Low,Deficit
2021-03-18,MTU-1010,2749,High,Deficit
2021-03-25,BPT-5204,2983,Low,Normal
2021-03-25,JGL-1798,2609,Low,Normal
2021-03-25,IR-64,2601,High,Surplus
2021-03-25,Jyothi,2382,Medium,Normal
2021-03-25,MTU-1010,2740,Low,Surplus
2021-04-01,BPT-5204,2761,Medium,Normal
2021-04-01,JGL-1798,2634,High,Normal
2021-04-01,IR-64,2725,Low,Surplus
2021-04-01,Jyothi,2359,High,Deficit
2021-04-01,MTU-1010,2767,Medium,Normal
2021-04-08,BPT-5204,2753,High,Deficit
2021-04-08,JGL-1798,2600,Medium,Deficit
2021-04-08,IR-64,2574,Low,Deficit
2021-04-08,Jyothi,2574,Medium,Surplus
2021-04-08,MTU-1010,2694,Medium,Deficit
2021-04-15,BPT-5204,2990,High,Normal
2021-04-15,JGL-1798,2636,Medium,Normal
2021-04-15,IR-64,2645,Medium,Deficit
2021-04-15,Jyothi,2377,High,Normal
2021-04-15,MTU-1010,2738,Low,Surplus
2021-04-22,BPT-5204,2950,Low,Normal
2021-04-22,JGL-1798,2847,Medium,Normal
2021-04-22,IR-64,2486,Medium,Surplus
2021-04-22,Jyothi,2457,Low,Surplus
2021-04-22,MTU-1010,2686,High,Surplus
2021-04-29,BPT-5204,2797,High,Normal
2021-04-29,JGL-1798,2785,Medium,Deficit
2021-04-29,IR-64,2491,High,Deficit
2021-04-29,Jyothi,2470,High,Deficit
2021-04-29,MTU-1010,2783,Medium,Surplus
2021-05-06,BPT-5204,2978,High,Surplus
2021-05-06,JGL-1798,2672,Medium,Normal
2021-05-06,IR-64,2729,Medium,Surplus
2021-05-06,Jyothi,2534,Medium,Normal
2021-05-06,MTU-1010,2679,Low,Surplus
2021-05-13,BPT-5204,2754,Low,Deficit
2021-05-13,JGL-1798,2595,Low,Deficit
2021-05-13,IR-64,2598,High,Deficit
2021-05-13,Jyothi,2497,Medium,Surplus
2021-05-13,MTU-1010,2681,Medium,Surplus
2021-05-20,BPT-5204,2796,Medium,Deficit
2021-05-20,JGL-1798,2644,Low,Surplus
2021-05-20,IR-64,2491,Medium,Normal
2021-05-20,Jyothi,2535,Medium,Surplus
2021-05-20,MTU-1010,2833,High,Normal
2021-05-27,BPT-5204,2727,High,Surplus
2021-05-27,JGL-1798,2794,Low,Normal
2021-05-27,IR-64,2615,High,Normal
2021-05-27,Jyothi,2470,High,Surplus
2021-05-27,MTU-1010,2854,High,Surplus
2021-06-03,BPT-5204,3216,Medium,Surplus
2021-06-03,JGL-1798,2964,Medium,Normal
2021-06-03,IR-64,2901,Medium,Deficit
2021-06-03,Jyothi,2739,Low,Surplus
2021-06-03,MTU-1010,3083,Low,Deficit
2021-06-10,BPT-5204,3056,Medium,Deficit
2021-06-10,JGL-1798,2926,Low,Deficit
2021-06-10,IR-64,2806,Low,Surplus
2021-06-10,Jyothi,2780,High,Surplus
2021-06-10,MTU-1010,2982,Low,Surplus
2021-06-17,BPT-5204,3124,High,Normal
2021-06-17,JGL-1798,2860,Medium,Deficit
2021-06-17,IR-64,2894,Low,Surplus
2021-06-17,Jyothi,2542,Low,Normal
2021-06-17,MTU-1010,3114,High,Surplus
2021-06-24,BPT-5204,3018,Medium,Normal
2021-06-24,JGL-1798,2816,High,Deficit
2021-06-24,IR-64,2784,High,Deficit
2021-06-24,Jyothi,2702,High,Surplus
2021-06-24,MTU-1010,3053,Low,Deficit
2021-07-01,BPT-5204,2985,Low,Deficit
2021-07-01,JGL-1798,2940,High,Deficit
2021-07-01,IR-64,2888,Low,Normal
2021-07-01,Jyothi,2732,Medium,Surplus
2021-07-01,MTU-1010,3019,High,Surplus
2021-07-08,BPT-5204,2966,Medium,Deficit
2021-07-08,JGL-1798,2895,Medium,Normal
2021-07-08,IR-64,2699,Low,Deficit
2021-07-08,Jyothi,2765,Medium,Deficit
2021-07-08,MTU-1010,2956,Medium,Surplus
2021-07-15,BPT-5204,3161,Medium,Normal
2021-07-15,JGL-1798,2926,Low,Deficit
2021-07-15,IR-64,2731,Medium,Deficit
2021-07-15,Jyothi,2603,High,Deficit
2021-07-15,MTU-1010,3108,High,Normal
2021-07-22,BPT-5204,3164,Low,Deficit
2021-07-22,JGL-1798,3070,Low,Surplus
2021-07-22,IR-64,2908,Low,Deficit
2021-07-22,Jyothi,2605,High,Deficit
2021-07-22,MTU-1010,3162,High,Normal
2021-07-29,BPT-5204,3119,Low,Surplus
2021-07-29,JGL-1798,2961,High,Surplus
2021-07-29,IR-64,2921,High,Normal
2021-07-29,Jyothi,2795,High,Deficit
2021-07-29,MTU-1010,3165,High,Normal
2021-08-05,BPT-5204,3217,Medium,Normal
2021-08-05,JGL-1798,2863,Medium,Deficit
2021-08-05,IR-64,2730,Low,Surplus
2021-08-05,Jyothi,2681,Medium,Normal
2021-08-05,MTU-1010,3015,Medium,Surplus
2021-08-12,BPT-5204,3036,High,Deficit
2021-08-12,JGL-1798,3082,High,Deficit
2021-08-12,IR-64,2811,High,Surplus
2021-08-12,Jyothi,2540,High,Deficit
2021-08-12,MTU-1010,2885,Medium,Deficit
2021-08-19,BPT-5204,3117,Medium,Normal
2021-08-19,JGL-1798,3031,High,Deficit
2021-08-19,IR-64,2928,High,Surplus
2021-08-19,Jyothi,2764,Medium,Normal
2021-08-19,MTU-1010,2886,Medium,Surplus
2021-08-26,BPT-5204,3214,Low,Normal
