Year,Numeric_Year,Season,District,Region,Soil_Quality,Area_Hectares,Production_Tonnes,Yield_Kg_per_Ha,Irrigation_Percent,Rainfall_mm,Temperature_Celsius,Humidity_Percent,Soil_pH,Soil_Organic_Carbon_Percent,Soil_Nitrogen_kg_per_ha,Soil_Phosphorus_kg_per_ha,Soil_Potassium_kg_per_ha,Urea_Applied_kg_per_ha,DAP_Applied_kg_per_ha,Potash_Applied_kg_per_ha,Organic_Fertilizer_kg_per_ha,Pest_Incidence,Disease_Incidence,Pesticide_Sprays,Seed_Variety,Sowing_Method,Water_Management,Weed_Management,Labor_Days_per_ha,Tractor_Hours_per_ha,Harvester_Used,Cost_of_Cultivation_Rs_per_ha,Market_Price_Rs_per_quintal,Gross_Revenue_Rs_per_ha,Net_Income_Rs_per_ha
2017-18,2017,Kharif,Bagalkot,North,medium,19468,71136,3654,69,542,23.1,70,7.29,0.66,184.0,11.8,208.6,147,118,30,1909,Low,Medium,2,BPT-5204,Transplanting,Drip,Manual,113,25,No,43844,1974,72129,28285
2017-18,2017,Rabi,Bagalkot,North,medium,12348,38352,3106,69,161,23.3,64,7.13,0.74,294.9,18.3,167.0,115,116,63,992,High,Medium,5,IR-64,Direct Seeding,Sprinkler,Herbicide,108,17,No,44707,1884,58517,13810
2017-18,2017,Kharif,Ballari,North,high,62442,296974,4756,80,648,28.6,83,7.28,0.65,161.3,19.9,131.9,185,77,59,1288,Low,Medium,2,IR-64,Transplanting,Sprinkler,Mixed,145,25,No,49877,2471,117520,67643
2017-18,2017,Rabi,Ballari,North,high,25370,118554,4673,80,154,31.1,67,7.38,0.49,217.9,22.4,130.5,151,74,34,1069,Medium,Low,4,MTU-1010,SRI,Sprinkler,Manual,98,29,Yes,38611,2046,95609,56998
2017-18,2017,Kharif,Belagavi,North,medium-low,18265,54740,2997,58,591,24.7,75,6.99,0.53,189.8,28.5,112.6,155,77,39,1312,High,Medium,6,IR-64,Transplanting,Drip,Herbicide,127,18,Yes,47534,2232,66893,19359
2017-18,2017,Rabi,Belagavi,North,medium-low,13512,31131,2304,58,306,23.8,68,6.79,0.55,215.0,23.6,197.0,114,78,37,608,Low,High,4,JGL-1798,Transplanting,Sprinkler,Manual,115,22,No,47842,2202,50734,2892
2017-18,2017,Kharif,Bengaluru Rural,South,medium,21528,59202,2750,63,1108,24.7,66,6.26,0.4,245.5,24.1,143.2,100,62,41,1530,High,High,5,Rasi,Direct Seeding,Sprinkler,Manual,101,25,Yes,40460,1991,54752,14292
2017-18,2017,Rabi,Bengaluru Rural,South,medium,16379,49628,3030,63,172,31.6,81,6.71,0.47,176.6,15.3,111.5,186,51,68,1221,Medium,High,2,Jyothi,Transplanting,Drip,Manual,85,15,No,42480,2337,70811,28331
2017-18,2017,Kharif,Bidar,North,medium-low,37003,85254,2304,54,550,29.8,63,6.46,0.67,217.9,24.7,248.5,132,112,46,1246,Medium,Low,4,IR-64,SRI,Drip,Mixed,141,18,No,52016,2455,56563,4547
2017-18,2017,Rabi,Bidar,North,medium-low,9921,20665,2083,54,310,30.6,81,7.49,0.48,154.6,21.6,204.4,155,96,43,682,Low,Medium,2,IR-64,SRI,Sprinkler,Mixed,137,31,Yes,43693,2495,51970,8277
2017-18,2017,Kharif,Chamarajanagar,South,medium,31059,98363,3167,60,800,27.9,68,6.46,0.32,228.0,16.9,191.9,155,108,66,1210,Medium,Low,2,Jyothi,SRI,Flood Irrigation,Herbicide,99,31,No,53289,2480,78541,25252
2017-18,2017,Rabi,Chamarajanagar,South,medium,12863,31437,2444,60,247,22.6,69,6.02,0.32,192.5,21.9,108.0,139,50,57,1221,High,Low,2,IR-64,Transplanting,Drip,Herbicide,144,36,Yes,37818,2077,50761,12943
2017-18,2017,Kharif,Chikkaballapura,South,medium,23120,75001,3244,59,601,26.3,62,6.44,0.32,289.9,15.0,201.8,149,104,55,700,Medium,Medium,6,IR-64,Transplanting,Sprinkler,Herbicide,121,40,Yes,41537,2056,66696,25159
2017-18,2017,Rabi,Chikkaballapura,South,medium,12305,30983,2518,59,202,25.0,62,6.45,0.76,219.2,13.7,217.4,155,62,38,1578,Medium,High,4,Intan,SRI,Sprinkler,Herbicide,139,26,No,50287,2230,56151,5864
2017-18,2017,Kharif,Chikkamagaluru,South,medium,33425,109700,3282,65,972,22.3,84,6.63,0.68,242.3,16.0,136.4,165,97,38,1771,High,High,4,BPT-5204,Direct Seeding,Flood Irrigation,Herbicide,80,29,No,36780,1886,61898,25118
2017-18,2017,Rabi,Chikkamagaluru,South,medium,10625,29909,2815,65,154,25.3,63,7.23,0.58,253.6,27.3,118.2,174,115,77,1968,Low,High,3,Intan,Transplanting,Sprinkler,Mixed,143,19,Yes,40071,2108,59340,19269
2017-18,2017,Kharif,Chitradurga,Central,medium-low,41819,109189,2611,58,406,30.1,79,7.03,0.36,150.0,22.1,118.2,112,81,43,712,Medium,Low,6,Jyothi,Direct Seeding,Flood Irrigation,Manual,118,27,No,41030,2040,53264,12234
2017-18,2017,Rabi,Chitradurga,Central,medium-low,26945,74341,2759,58,233,30.2,81,6.66,0.63,168.5,12.9,103.2,118,80,40,1547,High,High,6,JGL-1798,Direct Seeding,Drip,Herbicide,117,36,Yes,54292,2304,63567,9275
2017-18,2017,Kharif,Dakshina Kannada,Coastal,medium-low,31772,86451,2721,55,800,25.9,85,6.16,0.51,213.7,10.6,168.6,172,99,30,1688,Medium,Low,6,Jyothi,Transplanting,Drip,Manual,139,38,No,44073,1809,49222,5149
2017-18,2017,Rabi,Dakshina Kannada,Coastal,medium-low,12774,28933,2265,55,357,24.1,82,6.79,0.56,176.2,13.0,198.4,172,93,59,1964,Low,Medium,4,Jyothi,Transplanting,Sprinkler,Herbicide,128,30,Yes,53875,2319,52525,-1349
2017-18,2017,Kharif,Davanagere,Central,high,86002,396039,4605,78,532,29.0,78,7.43,0.47,242.6,18.1,106.7,193,70,44,697,High,Low,5,Rasi,Direct Seeding,Drip,Manual,110,18,Yes,47585,2230,102691,55106
2017-18,2017,Rabi,Davanagere,Central,high,21653,78340,3618,78,228,23.1,83,6.11,0.68,241.0,26.8,238.5,141,63,74,1420,Medium,Low,6,Intan,Transplanting,Flood Irrigation,Herbicide,142,29,No,42389,2006,72577,30188
2017-18,2017,Kharif,Dharwad,North,medium,46205,132423,2866,67,941,30.1,66,6.13,0.31,294.0,11.9,105.0,117,50,53,1335,High,High,2,IR-64,Transplanting,Sprinkler,Mixed,147,30,Yes,41798,2384,68325,26527
2017-18,2017,Rabi,Dharwad,North,medium,26651,76275,2862,67,280,25.6,77,7.28,0.7,215.8,22.5,231.1,172,60,38,1559,Medium,Low,2,Jyothi,Transplanting,Flood Irrigation,Mixed,149,25,Yes,42340,2096,59987,17647
2017-18,2017,Kharif,Gadag,North,medium,49517,143549,2899,60,1120,25.6,65,7.45,0.34,236.3,27.1,239.8,164,89,55,1766,Low,High,2,Intan,Direct Seeding,Drip,Mixed,83,16,No,48808,2067,59922,11114
2017-18,2017,Rabi,Gadag,North,medium,13649,36879,2702,60,130,23.4,77,7.23,0.46,263.6,28.2,109.3,163,59,66,1749,High,Low,4,BPT-5204,Direct Seeding,Sprinkler,Mixed,90,32,No,39242,2077,56120,16878
2017-18,2017,Kharif,Hassan,South,medium,45481,135124,2971,68,436,27.0,67,6.98,0.52,195.5,27.0,245.7,102,57,31,901,High,High,5,Rasi,SRI,Sprinkler,Manual,150,30,Yes,47685,2186,64946,17261
2017-18,2017,Rabi,Hassan,South,medium,23912,66355,2775,68,318,27.5,63,6.66,0.75,297.4,17.4,129.0,155,57,45,975,Low,High,2,JGL-1798,Direct Seeding,Sprinkler,Mixed,85,40,Yes,43189,1858,51559,8370
2017-18,2017,Kharif,Haveri,North,medium,20577,57677,2803,62,849,23.8,61,6.47,0.6,283.6,30.0,119.5,150,111,72,750,High,Low,2,IR-64,SRI,Flood Irrigation,Herbicide,125,22,No,44919,2175,60965,16046
2017-18,2017,Rabi,Haveri,North,medium,25669,76057,2963,62,225,27.3,68,6.48,0.57,165.7,16.9,161.6,179,112,47,660,Low,Low,6,JGL-1798,Direct Seeding,Sprinkler,Mixed,106,18,No,39651,1836,54400,14749
2017-18,2017,Kharif,Kalaburagi,North,medium-low,26679,74887,2807,57,1065,29.6,63,6.03,0.72,190.5,21.8,145.1,110,57,47,1748,Medium,Medium,2,MTU-1010,Direct Seeding,Drip,Herbicide,85,22,Yes,47429,1988,55803,8374
2017-18,2017,Rabi,Kalaburagi,North,medium-low,23175,54855,2367,57,126,28.6,61,6.81,0.47,153.9,22.2,234.0,133,77,78,556,Medium,High,6,Jyothi,Direct Seeding,Sprinkler,Mixed,87,40,Yes,53130,2197,52002,-1127
2017-18,2017,Kharif,Kodagu,South,low,45403,115641,2547,48,694,30.6,77,6.7,0.59,235.2,20.4,124.4,148,109,77,987,Low,Low,4,MTU-1010,SRI,Drip,Manual,111,39,No,46060,2384,60720,14660
2017-18,2017,Rabi,Kodagu,South,low,17673,31705,1794,48,240,25.6,81,6.38,0.63,265.7,10.2,146.0,184,91,46,866,Medium,Medium,2,Jyothi,Transplanting,Drip,Manual,125,30,Yes,48389,1859,33350,-15038
2017-18,2017,Kharif,Kolar,South,medium,39945,131738,3298,61,683,31.0,77,6.47,0.33,177.0,25.3,141.4,163,66,44,1790,Low,Low,6,Rasi,Transplanting,Flood Irrigation,Manual,84,20,No,54001,2124,70049,16048
2017-18,2017,Rabi,Kolar,South,medium,10361,27995,2702,61,216,22.6,82,7.49,0.79,152.4,26.9,227.4,169,55,68,980,Medium,Low,2,Intan,Direct Seeding,Flood Irrigation,Mixed,89,22,Yes,45675,2384,64415,18740
2017-18,2017,Kharif,Koppal,North,high,63856,343545,5380,85,1097,26.2,80,6.64,0.44,153.7,22.1,154.0,152,97,60,1102,High,Low,3,IR-64,Transplanting,Drip,Manual,83,18,Yes,45259,2323,124977,79718
2017-18,2017,Rabi,Koppal,North,high,48666,234424,4817,85,360,29.8,82,6.52,0.41,274.6,10.7,208.9,148,60,34,959,High,High,6,Rasi,SRI,Sprinkler,Herbicide,148,38,Yes,52293,1852,89210,36917
2017-18,2017,Kharif,Mandya,South,high,82013,412279,5027,90,937,27.2,70,6.4,0.72,194.0,14.9,136.5,198,96,44,1433,Medium,High,2,Rasi,Transplanting,Drip,Mixed,132,26,Yes,46533,2373,119290,72757
2017-18,2017,Rabi,Mandya,South,high,39952,160926,4028,90,285,28.5,79,6.35,0.69,184.5,26.6,248.0,168,81,79,1334,High,High,3,Intan,Direct Seeding,Drip,Herbicide,120,18,Yes,48385,2231,89864,41479
2017-18,2017,Kharif,Mysuru,South,medium,37074,148852,4015,70,989,26.9,84,6.3,0.39,218.1,13.3,162.8,197,120,75,1462,High,Low,3,MTU-1010,Transplanting,Drip,Manual,101,17,Yes,51872,2342,94031,42159
2017-18,2017,Rabi,Mysuru,South,medium,17539,62631,3571,70,281,23.3,82,6.84,0.66,167.9,27.9,234.8,175,63,76,592,Low,High,4,Jyothi,Direct Seeding,Sprinkler,Herbicide,135,24,No,39410,1987,70955,31545
2017-18,2017,Kharif,Raichur,North,high,90992,469063,5155,82,921,22.8,60,6.89,0.48,247.4,17.6,165.8,165,85,79,698,Low,Medium,5,IR-64,Transplanting,Sprinkler,Mixed,147,33,No,44347,2130,109801,65454
2017-18,2017,Rabi,Raichur,North,high,34911,143449,4109,82,191,31.5,61,7.22,0.67,298.4,14.2,177.9,173,90,36,1211,Medium,Low,2,IR-64,Direct Seeding,Drip,Herbicide,108,20,No,43500,2420,99437,55937
2017-18,2017,Kharif,Ramanagara,South,medium,46641,129055,2767,66,637,28.7,64,6.14,0.58,226.3,13.4,189.8,105,119,64,899,Low,Medium,2,IR-64,Transplanting,Drip,Mixed,134,38,No,52068,1929,53375,1307
2017-18,2017,Rabi,Ramanagara,South,medium,26723,74770,2798,66,156,29.2,63,6.67,0.52,189.5,27.3,249.0,193,64,52,661,High,Low,2,IR-64,Transplanting,Sprinkler,Herbicide,115,29,Yes,45315,1839,51455,6140
2017-18,2017,Kharif,Shivamogga,Central,high,68632,278577,4059,75,1122,29.9,70,6.29,0.58,275.6,22.5,242.4,180,51,45,780,High,Medium,3,Rasi,Transplanting,Drip,Herbicide,99,30,Yes,51276,2089,84792,33516
2017-18,2017,Rabi,Shivamogga,Central,high,24448,92975,3803,75,145,31.5,83,7.12,0.3,160.1,21.2,131.3,122,54,56,1908,Medium,High,5,Rasi,SRI,Flood Irrigation,Mixed,124,30,Yes,44833,2037,77467,32634
2017-18,2017,Kharif,Tumakuru,South,medium,51324,146222,2849,64,896,26.9,80,6.59,0.48,222.1,11.9,116.9,196,86,56,1415,Medium,Low,5,BPT-5204,Transplanting,Drip,Herbicide,94,26,No,39196,2295,65384,26188
2017-18,2017,Rabi,Tumakuru,South,medium,26912,80574,2994,64,350,28.0,81,6.35,0.45,226.1,27.8,217.4,107,91,46,1882,Medium,Medium,5,MTU-1010,Direct Seeding,Drip,Herbicide,113,16,No,50909,2024,60598,9689
2017-18,2017,Kharif,Udupi,Coastal,medium-low,30713,79792,2598,52,446,25.1,73,6.33,0.74,230.4,25.6,116.5,178,92,38,1738,High,Low,2,MTU-1010,Direct Seeding,Flood Irrigation,Mixed,122,26,Yes,36612,2331,60559,23947
2017-18,2017,Rabi,Udupi,Coastal,medium-low,13855,30273,2185,52,201,31.9,77,6.59,0.66,193.5,13.2,156.1,152,77,65,1009,Low,Low,2,MTU-1010,SRI,Flood Irrigation,Mixed,130,40,No,36385,1960,42826,6441
2017-18,2017,Kharif,Uttara Kannada,Coastal,medium-low,28528,65043,2280,50,635,28.3,82,6.37,0.44,168.5,25.7,198.3,116,84,35,656,Low,High,5,BPT-5204,Transplanting,Sprinkler,Mixed,99,18,No,41366,2420,55176,13810
2017-18,2017,Rabi,Uttara Kannada,Coastal,medium-low,27309,56830,2081,50,265,26.3,83,6.04,0.44,180.4,15.3,198.4,160,98,48,1379,Low,Low,5,Intan,Direct Seeding,Drip,Herbicide,148,31,Yes,47530,1817,37811,-9718
2017-18,2017,Kharif,Vijayapura,North,medium-low,36766,102062,2776,56,781,29.6,82,6.16,0.41,296.3,17.9,134.8,147,111,66,723,High,Medium,4,JGL-1798,SRI,Flood Irrigation,Manual,101,21,No,54444,2055,57046,2602
2017-18,2017,Rabi,Vijayapura,North,medium-low,11230,23886,2127,56,342,27.2,78,7.14,0.33,224.0,18.2,211.1,119,54,50,1911,High,High,5,MTU-1010,Transplanting,Drip,Mixed,106,39,No,52877,2311,49154,-3722
2017-18,2017,Kharif,Yadgir,North,medium-low,29680,81412,2743,51,641,25.2,82,6.72,0.58,261.0,24.7,238.2,154,59,54,760,Low,Low,6,Rasi,Transplanting,Flood Irrigation,Manual,136,18,Yes,48899,2307,63281,14382
2017-18,2017,Rabi,Yadgir,North,medium-low,13031,29775,2285,51,368,26.9,83,7.31,0.51,151.4,12.4,249.4,192,84,63,1160,High,Medium,6,Rasi,Transplanting,Flood Irrigation,Herbicide,146,36,Yes,47165,2331,53263,6098
2018-19,2018,Kharif,Bagalkot,North,medium,40362,125687,3114,69,873,24.1,70,7.39,0.66,277.9,12.7,178.7,160,51,50,1352,Low,Low,5,BPT-5204,Transplanting,Drip,Mixed,104,21,Yes,52620,2269,70656,18036
2018-19,2018,Rabi,Bagalkot,North,medium,16138,43475,2694,69,339,27.9,62,6.53,0.58,183.9,22.6,239.2,135,86,57,1696,High,Medium,4,Intan,Direct Seeding,Drip,Mixed,149,35,Yes,37538,2406,64817,27279
2018-19,2018,Kharif,Ballari,North,high,46371,192393,4149,80,621,24.8,68,6.85,0.36,228.3,22.9,157.4,173,85,77,1761,High,Medium,3,JGL-1798,Transplanting,Flood Irrigation,Manual,91,40,Yes,39696,1968,81652,41956
2018-19,2018,Rabi,Ballari,North,high,38187,180280,4721,80,265,22.8,61,6.21,0.7,213.8,19.4,145.4,197,65,45,1647,Medium,Medium,5,Rasi,Direct Seeding,Drip,Herbicide,146,25,Yes,54837,2019,95316,40479
2018-19,2018,Kharif,Belagavi,North,medium-low,23705,72347,3052,58,684,29.1,73,6.84,0.55,268.3,23.7,183.7,155,94,41,551,Medium,Medium,4,Rasi,Direct Seeding,Flood Irrigation,Mixed,104,27,No,40865,1810,55241,14376
2018-19,2018,Rabi,Belagavi,North,medium-low,13372,32386,2422,58,369,23.9,78,6.47,0.35,205.3,15.1,238.2,177,84,32,1825,Medium,High,5,Jyothi,Transplanting,Sprinkler,Mixed,112,23,Yes,53749,1831,44346,-9402
2018-19,2018,Kharif,Bengaluru Rural,South,medium,50191,160310,3194,63,882,32.0,80,6.68,0.39,262.5,23.0,181.8,113,54,53,559,High,High,3,Rasi,SRI,Flood Irrigation,Manual,90,28,Yes,36836,2254,71992,35156
2018-19,2018,Rabi,Bengaluru Rural,South,medium,22408,64915,2897,63,260,23.0,77,6.42,0.73,248.3,24.7,149.9,186,90,75,846,High,High,4,Intan,Transplanting,Sprinkler,Herbicide,133,36,Yes,37128,1997,57853,20725
2018-19,2018,Kharif,Bidar,North,medium-low,48743,134140,2752,54,551,29.3,62,6.26,0.32,241.3,23.8,161.4,181,50,49,1060,High,Medium,2,IR-64,Direct Seeding,Sprinkler,Mixed,91,33,No,37888,1919,52810,14922
2018-19,2018,Rabi,Bidar,North,medium-low,11218,23793,2121,54,144,23.9,78,6.94,0.31,175.4,10.2,195.7,158,60,76,1005,Medium,High,3,Rasi,SRI,Flood Irrigation,Herbicide,86,27,No,40832,2085,44222,3390
2018-19,2018,Kharif,Chamarajanagar,South,medium,22729,66323,2918,60,823,24.3,66,6.41,0.4,296.9,15.2,165.9,111,112,52,1685,Medium,Medium,6,Jyothi,SRI,Sprinkler,Manual,84,33,No,40102,2350,68573,28471
2018-19,2018,Rabi,Chamarajanagar,South,medium,21001,50192,2390,60,322,25.5,85,7.02,0.44,201.3,29.4,182.7,195,84,35,1551,Low,Medium,3,Jyothi,Direct Seeding,Flood Irrigation,Manual,146,36,Yes,50571,1943,46437,-4133
2018-19,2018,Kharif,Chikkaballapura,South,medium,35146,102802,2925,59,781,27.6,81,6.88,0.32,255.2,22.6,230.4,101,70,56,1473,Medium,Medium,2,JGL-1798,Direct Seeding,Drip,Manual,139,32,Yes,35712,2249,65783,30071
2018-19,2018,Rabi,Chikkaballapura,South,medium,25922,69496,2681,59,394,28.9,83,6.6,0.72,187.9,17.5,150.7,186,101,49,582,Low,High,2,Jyothi,Direct Seeding,Drip,Mixed,131,33,Yes,40374,2324,62306,21932
2018-19,2018,Kharif,Chikkamagaluru,South,medium,23715,88694,3740,65,1011,31.7,76,6.3,0.79,262.8,12.6,150.0,106,61,49,789,Medium,Medium,5,JGL-1798,Direct Seeding,Flood Irrigation,Mixed,98,21,Yes,44872,2114,79063,34191
2018-19,2018,Rabi,Chikkamagaluru,South,medium,11009,30340,2756,65,204,26.4,83,6.37,0.64,276.9,17.5,171.6,144,62,60,1626,High,Medium,3,Jyothi,SRI,Drip,Herbicide,111,39,Yes,47700,1931,53218,5518
2018-19,2018,Kharif,Chitradurga,Central,medium-low,29489,87995,2984,58,536,26.0,70,7.35,0.71,259.6,18.5,159.1,109,94,61,1871,High,High,2,JGL-1798,SRI,Flood Irrigation,Manual,127,26,No,51431,1801,53741,2310
2018-19,2018,Rabi,Chitradurga,Central,medium-low,21858,56721,2595,58,303,31.1,80,6.35,0.55,156.6,16.0,113.9,149,73,57,808,Medium,Medium,5,Rasi,Direct Seeding,Flood Irrigation,Herbicide,133,20,Yes,48048,2498,64823,16775
2018-19,2018,Kharif,Dakshina Kannada,Coastal,medium-low,37051,105965,2860,55,876,30.1,71,7.03,0.35,279.4,26.1,101.8,140,66,66,1538,Medium,High,5,BPT-5204,Direct Seeding,Sprinkler,Mixed,131,28,Yes,44927,2235,63921,18994
2018-19,2018,Rabi,Dakshina Kannada,Coastal,medium-low,14657,37199,2538,55,159,28.0,85,7.36,0.55,267.2,24.2,226.6,146,64,80,866,Medium,High,5,MTU-1010,SRI,Flood Irrigation,Manual,80,25,No,41475,2327,59059,17584
2018-19,2018,Kharif,Davanagere,Central,high,81487,398471,4890,78,865,26.3,74,6.42,0.36,223.4,17.3,233.4,187,97,46,1371,Medium,High,4,MTU-1010,Transplanting,Sprinkler,Herbicide,102,24,No,48666,1817,88851,40185
2018-19,2018,Rabi,Davanagere,Central,high,37013,146201,3950,78,118,28.0,71,7.1,0.57,209.4,13.5,180.2,116,68,70,1510,Medium,Medium,4,Jyothi,SRI,Sprinkler,Manual,147,33,No,36331,1878,74181,37850
2018-19,2018,Kharif,Dharwad,North,medium,29802,91611,3074,67,550,28.1,83,6.96,0.74,207.3,29.6,111.8,181,88,57,1320,Low,Low,4,Rasi,SRI,Sprinkler,Manual,135,18,Yes,53707,2067,63539,9832
2018-19,2018,Rabi,Dharwad,North,medium,15569,46629,2995,67,376,30.5,67,7.04,0.32,236.0,14.3,240.3,135,73,47,1527,High,Low,6,Jyothi,Transplanting,Sprinkler,Herbicide,114,15,No,41787,1819,54479,12692
2018-19,2018,Kharif,Gadag,North,medium,47109,144153,3060,60,532,24.7,74,6.9,0.79,197.7,14.4,102.7,141,78,34,1752,Medium,High,6,MTU-1010,Direct Seeding,Sprinkler,Herbicide,122,32,No,50584,2371,72552,21968
2018-19,2018,Rabi,Gadag,North,medium,9622,26200,2723,60,263,25.5,74,6.23,0.73,224.8,20.6,125.5,149,82,55,566,High,High,2,Rasi,Direct Seeding,Sprinkler,Herbicide,90,21,No,44962,2098,57128,12166
2018-19,2018,Kharif,Hassan,South,medium,45923,149617,3258,68,1090,26.7,64,6.94,0.38,202.7,18.6,249.4,102,86,65,1505,Low,Medium,6,JGL-1798,Direct Seeding,Sprinkler,Manual,92,27,Yes,41924,1913,62325,20401
2018-19,2018,Rabi,Hassan,South,medium,21043,61803,2937,68,181,29.7,83,7.47,0.58,202.8,14.4,235.1,135,90,79,1243,High,Low,4,Intan,SRI,Sprinkler,Herbicide,108,27,No,50201,2093,61471,11270
2018-19,2018,Kharif,Haveri,North,medium,48783,176789,3624,62,560,31.2,65,6.6,0.3,274.5,25.3,198.4,187,62,54,1688,High,Medium,5,Jyothi,Transplanting,Sprinkler,Manual,108,19,Yes,54646,2384,86396,31750
2018-19,2018,Rabi,Haveri,North,medium,24345,69578,2858,62,111,25.3,67,6.25,0.61,252.7,29.0,103.4,176,99,65,1547,Low,Low,5,IR-64,SRI,Flood Irrigation,Manual,140,37,Yes,45575,1935,55302,9727
2018-19,2018,Kharif,Kalaburagi,North,medium-low,28525,66748,2340,57,431,24.1,74,6.69,0.64,216.5,14.8,126.5,159,114,71,727,High,Medium,3,JGL-1798,Direct Seeding,Sprinkler,Manual,80,38,Yes,48315,2332,54568,6253
2018-19,2018,Rabi,Kalaburagi,North,medium-low,18986,50863,2679,57,136,29.8,68,7.33,0.57,257.4,22.1,248.4,191,53,58,1484,High,Low,4,MTU-1010,Direct Seeding,Sprinkler,Manual,126,27,No,49043,1927,51624,2581
2018-19,2018,Kharif,Kodagu,South,low,21330,43833,2055,48,668,29.6,78,7.13,0.36,175.3,18.3,151.0,131,111,43,1041,Low,Medium,2,Jyothi,SRI,Drip,Manual,113,25,No,49571,2138,43935,-5635
2018-19,2018,Rabi,Kodagu,South,low,25475,52198,2049,48,232,27.7,79,6.05,0.37,228.3,10.5,232.0,172,96,75,1096,Medium,High,3,Intan,SRI,Drip,Herbicide,136,36,No,40060,1931,39566,-493
2018-19,2018,Kharif,Kolar,South,medium,22960,69660,3034,61,793,24.6,67,6.04,0.41,195.4,21.7,138.9,192,115,77,1558,Medium,Medium,6,JGL-1798,Direct Seeding,Sprinkler,Manual,144,25,No,47385,2296,69660,22275
2018-19,2018,Rabi,Kolar,South,medium,22631,54857,2424,61,368,26.8,75,7.35,0.31,292.0,16.8,146.4,128,69,47,1746,High,Low,3,IR-64,Direct Seeding,Drip,Mixed,81,38,Yes,41636,2172,52649,11013
2018-19,2018,Kharif,Koppal,North,high,85265,362461,4251,85,1041,23.0,70,6.76,0.44,294.2,26.9,180.7,110,57,58,1660,High,Low,3,IR-64,SRI,Flood Irrigation,Mixed,111,22,No,40814,1841,78260,37446
2018-19,2018,Rabi,Koppal,North,high,43657,181700,4162,85,242,22.9,66,7.1,0.76,285.9,12.7,145.4,126,79,45,1699,High,Medium,5,BPT-5204,SRI,Flood Irrigation,Herbicide,89,21,No,38814,2252,93728,54914
2018-19,2018,Kharif,Mandya,South,high,41122,207542,5047,90,502,27.4,66,6.9,0.45,151.4,18.6,235.7,192,106,79,1816,Low,High,6,MTU-1010,Direct Seeding,Flood Irrigation,Herbicide,132,34,No,51141,2446,123449,72308
2018-19,2018,Rabi,Mandya,South,high,25955,113708,4381,90,347,27.1,80,6.45,0.73,187.4,15.5,184.2,139,106,37,873,Medium,Low,4,Intan,Direct Seeding,Drip,Manual,102,17,No,44982,1896,83063,38081
2018-19,2018,Kharif,Mysuru,South,medium,50147,174461,3479,70,1053,28.9,65,6.29,0.35,184.8,16.1,145.8,198,117,60,710,High,Medium,6,JGL-1798,SRI,Sprinkler,Manual,121,20,Yes,47983,1975,68710,20727
2018-19,2018,Rabi,Mysuru,South,medium,26805,77654,2897,70,180,25.3,76,7.47,0.63,268.3,25.6,140.4,133,110,49,1259,Low,Medium,4,Rasi,Direct Seeding,Sprinkler,Herbicide,137,24,No,53457,2202,63791,10334
2018-19,2018,Kharif,Raichur,North,high,92747,434241,4682,82,1180,31.4,61,7.45,0.48,270.8,29.5,215.1,102,75,43,1855,High,Medium,4,MTU-1010,Direct Seeding,Flood Irrigation,Herbicide,134,40,No,45672,2371,111010,65338
2018-19,2018,Rabi,Raichur,North,high,41645,193899,4656,82,210,28.2,74,7.28,0.35,186.5,16.5,172.0,192,110,32,1850,Medium,High,5,JGL-1798,Direct Seeding,Sprinkler,Mixed,128,16,Yes,36838,2454,114258,77420
2018-19,2018,Kharif,Ramanagara,South,medium,30414,89265,2935,66,778,26.4,69,6.17,0.37,262.5,16.5,216.3,152,69,39,1707,Medium,High,3,Intan,Transplanting,Drip,Manual,121,33,No,53241,2343,68767,15526
2018-19,2018,Rabi,Ramanagara,South,medium,26087,69939,2681,66,111,23.4,84,6.1,0.69,256.7,16.3,228.0,198,107,77,939,Low,Medium,5,JGL-1798,Direct Seeding,Drip,Herbicide,105,36,No,43367,2418,64826,21459
2018-19,2018,Kharif,Shivamogga,Central,high,91605,475521,5191,75,543,23.2,73,6.64,0.7,269.7,26.6,109.0,165,97,31,1658,Medium,Low,6,MTU-1010,Direct Seeding,Sprinkler,Herbicide,116,33,No,37199,1877,97435,60236
2018-19,2018,Rabi,Shivamogga,Central,high,41863,154390,3688,75,385,29.8,77,6.24,0.56,277.7,21.5,170.3,183,74,78,649,High,Medium,4,Jyothi,Direct Seeding,Sprinkler,Manual,122,17,Yes,53848,2147,79181,25333
2018-19,2018,Kharif,Tumakuru,South,medium,34646,106328,3069,64,1109,29.4,73,7.33,0.5,194.1,22.5,158.5,101,78,50,1374,Low,Medium,3,Intan,SRI,Drip,Mixed,138,35,Yes,53823,2163,66382,12559
2018-19,2018,Rabi,Tumakuru,South,medium,27640,84799,3068,64,395,23.5,84,6.22,0.45,165.1,20.7,241.7,105,66,64,1213,Low,Medium,4,JGL-1798,SRI,Flood Irrigation,Manual,118,20,No,43882,2038,62525,18643
2018-19,2018,Kharif,Udupi,Coastal,medium-low,25647,69503,2710,52,427,23.4,74,6.18,0.77,153.8,27.4,228.1,126,98,33,1415,Medium,Medium,3,JGL-1798,Direct Seeding,Sprinkler,Manual,91,20,Yes,40337,2014,54579,14242
